Gene Symbol	Locus ID	Cytoband	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F
CLK1	1195	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.003	0.148	0.290	0.016	0.023	-0.005	-0.180	-0.319
PPIL3	53938	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.003	0.148	0.290	0.016	0.023	-0.005	-0.341	-0.319
NIF3L1	60491	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.079	0.148	0.290	0.016	0.023	-0.005	-0.355	-0.319
ORC2	4999	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	0.148	0.290	0.016	0.023	-0.005	-0.355	-0.319
FAM126B	285172	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	0.081	0.290	0.016	0.023	-0.005	-0.355	-0.319
NDUFB3	4709	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	0.290	0.016	0.023	-0.005	-0.299	-0.319
CFLAR	8837	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.128	0.016	0.023	-0.005	-0.198	-0.319
CFLAR-AS1	65072	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.209	0.016	0.023	-0.005	-0.127	-0.319
CASP10	843	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.509	0.016	0.023	-0.005	-0.447	-0.319
CASP8	841	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.509	0.016	0.023	-0.005	-0.447	-0.319
ALS2CR12	130540	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.509	0.016	0.023	-0.005	-0.447	-0.319
TRAK2	66008	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.509	0.016	0.023	-0.005	-0.447	-0.319
STRADB	55437	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.168	-0.065	-0.509	0.016	0.023	-0.005	-0.447	-0.319
ALS2CR11	151254	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	-0.159	-0.065	-0.509	0.016	0.023	-0.005	-0.351	-0.319
TMEM237	65062	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	0.022	-0.065	-0.492	0.016	0.023	-0.005	-0.188	-0.319
MPP4	58538	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.012	-0.012	-0.072	-0.049	0.070	-0.065	-0.431	0.016	0.023	-0.005	-0.188	-0.319
ALS2	57679	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	0.070	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
CDK15	65061	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	0.027	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
FZD7	8324	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
SUMO1	7341	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
NOP58	51602	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
SNORD70	692110	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
SNORD11B	100113392	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
SNORD11	692058	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.426	0.016	0.023	-0.005	-0.188	-0.319
BMPR2	659	2q33.1	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.141	0.016	0.023	-0.005	-0.195	-0.319
FAM117B	150864	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.076	0.016	0.023	-0.005	-0.279	-0.319
ICA1L	130026	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.094	0.016	0.023	-0.005	-0.361	-0.319
WDR12	55759	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.376	0.016	0.023	-0.005	-0.371	-0.319
ALS2CR8	79800	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
NBEAL1	65065	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
CYP20A1	57404	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
ABI2	10152	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
RAPH1	65059	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
CD28	940	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
CTLA4	1493	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.072	-0.049	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
ICOS	29851	2q33.2	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.133	-0.118	-0.081	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
PARD3B	117583	2q33.3	0.025	-0.040	-0.324	-0.013	-0.006	-0.020	-0.012	-0.664	-0.723	-0.065	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
NRP2	8828	2q33.3	0.025	0.433	-0.324	-0.013	-0.006	-0.020	-0.012	-0.678	-0.739	0.247	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
INO80D	54891	2q33.3	0.025	0.007	-0.324	-0.013	-0.006	-0.020	-0.012	-0.678	-0.739	0.048	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
LOC100329109	100329109	2q33.3	0.025	0.007	-0.324	-0.013	-0.006	-0.020	-0.012	-0.678	-0.739	0.048	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
NDUFS1	4719	2q33.3	0.025	0.007	-0.324	-0.013	-0.006	-0.020	-0.012	-0.678	-0.735	0.048	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
EEF1B2	1933	2q33.3	0.025	0.025	-0.324	-0.013	-0.006	0.131	-0.012	-0.678	-0.615	0.070	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
SNORD51	26798	2q33.3	0.025	0.007	-0.324	-0.013	-0.006	0.142	-0.012	-0.678	-0.607	0.048	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
SNORA41	619569	2q33.3	0.025	0.007	-0.324	-0.013	-0.006	0.223	-0.012	-0.678	-0.607	0.048	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
GPR1	2825	2q33.3	0.025	0.200	-0.324	-0.013	-0.006	0.223	-0.012	-0.678	-0.607	0.285	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
ZDBF2	57683	2q33.3	0.025	0.297	-0.324	-0.013	-0.006	0.223	-0.012	-0.678	-0.607	0.403	-0.065	-0.394	0.016	0.023	-0.005	-0.371	-0.319
ADAM23	8745	2q33.3	0.025	0.297	-0.012	-0.013	-0.006	0.223	-0.012	-0.678	-0.607	0.403	-0.065	0.261	0.016	0.023	-0.005	-0.371	-0.319
LOC200726	200726	2q33.3	0.025	0.297	-0.334	-0.013	-0.006	0.150	-0.012	-0.678	-0.607	0.403	-0.065	-0.056	0.016	0.023	-0.005	-0.371	-0.319
DYTN	391475	2q33.3	0.025	0.191	-0.334	-0.013	-0.006	0.019	-0.012	-0.678	-0.607	0.311	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MDH1B	130752	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
FASTKD2	22868	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MIR3130-1	100422993	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MIR3130-2	100423002	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-3130-1	-2169	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-3130-2	-2169	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-3130-3	-2169	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-3130-4	-2169	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.065	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CPO	130749	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	-0.036	-0.354	0.016	0.023	-0.005	-0.371	-0.319
KLF7	8609	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.052	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MIR2355	100423036	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-2355	-2171	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.060	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-1302-4	-2172	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	0.013	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CREB1	1385	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
METTL21A	151194	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CCNYL1	151195	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
FZD5	7855	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MIR4775	100616361	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
PLEKHM3	389072	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CRYGD	1421	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
LOC100507443	100507443	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CRYGC	1420	2q33.3	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CRYGB	1419	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CRYGA	1418	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
C2orf80	389073	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.607	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
IDH1	3417	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.678	-0.687	-0.011	0.175	-0.354	0.016	0.023	-0.005	-0.371	-0.319
PIKFYVE	200576	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.683	-0.720	-0.011	0.377	-0.354	0.016	0.023	-0.005	-0.371	-0.319
PTH2R	5746	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.074	0.056	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MAP2	4133	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.263	0.014	-0.354	0.016	0.023	-0.005	-0.371	-0.319
UNC80	285175	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.263	0.014	-0.354	0.016	0.023	-0.005	-0.371	-0.319
RPE	6120	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.150	0.014	-0.354	0.016	0.023	-0.005	-0.371	-0.319
C2orf67	151050	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	0.014	-0.354	0.016	0.023	-0.005	-0.371	-0.319
ACADL	33	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	0.281	-0.354	0.016	0.023	-0.005	-0.371	-0.319
MYL1	4632	2q34	0.025	-0.022	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	0.125	-0.354	0.016	0.023	-0.005	-0.371	-0.319
LANCL1	10314	2q34	0.025	-0.103	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	0.033	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CPS1	1373	2q34	0.025	-0.194	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	1.210	-0.354	0.016	0.023	-0.005	-0.371	-0.319
CPS1-IT1	29034	2q34	0.025	-0.194	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.161	1.243	-0.354	0.016	0.023	-0.005	-0.371	-0.319
ERBB4	2066	2q34	0.025	-0.178	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.144	0.002	-0.343	0.016	0.023	-0.005	-0.368	-0.319
MIR548F2	100313771	2q34	0.025	0.037	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.086	-0.020	-0.190	0.016	0.023	-0.005	-0.371	-0.319
hsa-mir-548f-2	-2212	2q34	0.025	0.037	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.086	-0.020	-0.190	0.016	0.023	-0.005	-0.371	-0.319
IKZF2	22807	2q34	0.025	0.245	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.333	-0.020	-0.026	0.016	0.023	-0.005	-0.238	-0.319
MIR4776-1	100616267	2q34	0.025	0.268	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.333	-0.020	-0.026	0.016	0.023	-0.005	-0.299	-0.319
MIR4776-2	100616472	2q34	0.025	0.268	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.333	-0.020	-0.026	0.016	0.023	-0.005	-0.299	-0.319
LOC100130451	100130451	2q34	0.025	0.100	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.333	-0.020	-0.026	0.016	0.023	-0.005	-0.228	-0.319
SPAG16	79582	2q34	0.025	-0.054	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	0.116	-0.020	-0.026	0.016	0.023	-0.005	-0.228	-0.319
VWC2L	402117	2q34	0.025	-0.069	-0.334	-0.013	-0.006	0.004	-0.012	-0.760	-0.720	-0.024	-0.020	-0.026	0.016	0.023	-0.005	-0.228	-0.319
BARD1	580	2q35	0.025	0.133	-0.187	0.132	-0.006	0.004	-0.012	-0.193	-0.278	-0.024	-0.020	-0.026	0.016	0.023	-0.005	-0.228	-0.319
ABCA12	26154	2q35	0.025	0.192	-0.132	0.187	-0.006	0.004	-0.012	-0.027	0.179	0.320	-0.020	0.096	0.016	0.023	-0.005	-0.228	-0.319
ATIC	471	2q35	0.025	0.192	-0.132	0.187	-0.006	0.004	-0.012	-0.027	-0.012	0.018	-0.020	-0.249	0.016	0.023	-0.005	-0.228	-0.319
FN1	2335	2q35	0.025	0.192	-0.174	0.187	-0.006	0.004	-0.012	-0.027	-0.020	0.327	0.706	-0.390	0.016	0.023	-0.005	0.427	-0.319
LOC646324	646324	2q35	0.025	0.192	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.622	-0.390	0.016	0.023	-0.005	0.114	-0.319
MREG	55686	2q35	0.025	0.192	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.622	-0.390	0.016	0.023	-0.005	-0.170	-0.319
PECR	55825	2q35	0.025	0.192	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.622	-0.390	0.016	0.023	-0.005	-0.233	-0.319
TMEM169	92691	2q35	0.025	0.192	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.622	-0.390	0.016	0.023	-0.005	-0.233	-0.319
XRCC5	7520	2q35	0.025	0.134	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.380	0.060	0.016	0.023	-0.005	-0.233	-0.319
MARCH4	57574	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.311	0.016	0.023	-0.005	-0.233	-0.319
PKI55	150967	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.115	0.016	0.023	-0.005	-0.233	-0.319
SMARCAL1	50485	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
RPL37A	6168	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
IGFBP2	3485	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
IGFBP5	3488	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
TNP1	7141	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
DIRC3	729582	2q35	0.025	-0.007	-0.308	0.187	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
TNS1	7145	2q35	0.025	-0.007	-0.308	0.046	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
CXCR2P1	3580	2q35	0.025	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
RUFY4	285180	2q35	0.025	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
CXCR2	3579	2q35	0.025	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
CXCR1	3577	2q35	0.025	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.367	0.016	0.023	-0.005	-0.233	-0.319
ARPC2	10109	2q35	0.100	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.382	0.016	0.023	-0.005	-0.240	-0.319
GPBAR1	151306	2q35	0.182	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.580	0.016	0.023	-0.005	-0.340	-0.319
AAMP	14	2q35	0.182	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.667	0.016	0.023	-0.005	-0.394	-0.319
PNKD	25953	2q35	0.135	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.232	0.016	0.159	-0.005	-0.394	-0.319
TMBIM1	64114	2q35	0.182	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.208	0.016	0.124	-0.005	-0.394	-0.319
C2orf62	375307	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.649	0.016	0.235	-0.005	-0.394	-0.319
SLC11A1	6556	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.652	0.016	0.192	-0.005	-0.394	-0.319
CTDSP1	58190	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.191	0.016	-0.076	-0.005	-0.394	-0.319
MIR26B	407017	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.126	0.016	-0.076	-0.005	-0.394	-0.319
hsa-mir-26b	-2257	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.126	0.016	-0.076	-0.005	-0.394	-0.319
VIL1	7429	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.550	0.016	-0.076	-0.005	-0.394	-0.319
USP37	57695	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
RQCD1	9125	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
PLCD4	84812	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
ZNF142	7701	2q35	-0.046	-0.007	-0.308	0.020	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
BCS1L	617	2q35	-0.046	-0.007	-0.308	-0.018	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
RNF25	64320	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.038	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
STK36	27148	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.046	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
TTLL4	9654	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.478	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
CYP27A1	1593	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.319	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
PRKAG3	53632	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	-0.034	-0.562	0.016	-0.076	-0.005	-0.394	-0.319
WNT6	7475	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	-0.114	-0.562	0.016	-0.023	-0.005	-0.394	-0.319
WNT10A	80326	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	-0.076	-0.562	0.016	0.043	-0.005	-0.394	-0.319
CDK5R2	8941	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.088	-0.562	0.016	0.043	-0.005	-0.394	-0.319
FEV	54738	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.188	-0.562	0.016	0.043	-0.005	-0.394	-0.319
LOC151300	151300	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.188	-0.562	0.016	0.043	-0.005	-0.394	-0.319
CRYBA2	1412	2q35	-0.046	-0.007	-0.308	-0.122	-0.006	0.004	-0.012	-0.027	-0.020	-0.086	0.188	-0.562	0.016	0.043	-0.005	-0.394	-0.319
