rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
1911	ACADS	acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain	1275	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1912	ACADSB	acyl-Coenzyme A dehydrogenase, short/branched chain	1339	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1913	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	2309	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1914	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	2425	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1915	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	2599	59	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1916	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)	1330	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1917	ACAT2	acetyl-Coenzyme A acetyltransferase 2	1231	716	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1918	ACBD3	acyl-Coenzyme A binding domain containing 3	1617	733	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1919	ACBD4	acyl-Coenzyme A binding domain containing 4	1092	283	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1920	ACBD5	acyl-Coenzyme A binding domain containing 5	1626	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1921	ACBD6	acyl-Coenzyme A binding domain containing 6	877	275	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1922	ACBD7	acyl-Coenzyme A binding domain containing 7	281	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1923	ACCN1	amiloride-sensitive cation channel 1, neuronal (degenerin)	2285	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1924	ACCN2	amiloride-sensitive cation channel 2, neuronal	1769	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1925	ACCN3	amiloride-sensitive cation channel 3	1753	457	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1926	ACCN4	amiloride-sensitive cation channel 4, pituitary	2037	287	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1927	ACCN5	amiloride-sensitive cation channel 5, intestinal	1556	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1928	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	1560	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1929	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like	1763	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1930	ACD	adrenocortical dysplasia homolog (mouse)	3112	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1931	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	4223	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1932	ACE2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	2487	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1933	ACER1	alkaline ceramidase 1	817	256	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1934	ACER2	alkaline ceramidase 2	848	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1935	ACER3	alkaline ceramidase 3	844	834	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1936	ACHE	acetylcholinesterase (Yt blood group)	1994	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1937	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	1049	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1938	ACN9	ACN9 homolog (S. cerevisiae)	382	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1939	ACO1	aconitase 1, soluble	2750	187	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1940	ACO2	aconitase 2, mitochondrial	2659	582	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1941	ACOT1	acyl-CoA thioesterase 1	1274	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1942	ACOT11	acyl-CoA thioesterase 11	3631	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1943	ACOT12	acyl-CoA thioesterase 12	1726	528	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1944	ACOT13	acyl-CoA thioesterase 13	688	323	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1945	ACOT2	acyl-CoA thioesterase 2	1460	595	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1946	ACOT4	acyl-CoA thioesterase 4	1274	980	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1947	ACOT6	acyl-CoA thioesterase 6	630	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1948	ACOT7	acyl-CoA thioesterase 7	1431	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1949	ACOT8	acyl-CoA thioesterase 8	1117	702	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1950	ACOT9	acyl-CoA thioesterase 9	1407	989	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1951	ACOX2	acyl-Coenzyme A oxidase 2, branched chain	2104	993	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1952	ACOXL	acyl-Coenzyme A oxidase-like	1811	387	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1953	ACP1	acid phosphatase 1, soluble	654	127	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1954	ACP2	acid phosphatase 2, lysosomal	1343	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1955	ACP5	acid phosphatase 5, tartrate resistant	992	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1956	ACP6	acid phosphatase 6, lysophosphatidic	1325	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1957	ACPP	acid phosphatase, prostate	1320	398	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1958	ACPT	acid phosphatase, testicular	1323	901	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1959	ACR	acrosin	1286	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1960	ACRBP	acrosin binding protein	1670	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1961	ACRV1	acrosomal vesicle protein 1	810	274	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1962	ACSBG1	acyl-CoA synthetase bubblegum family member 1	2229	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1963	ACSBG2	acyl-CoA synthetase bubblegum family member 2	2057	182	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1964	ACSF2	acyl-CoA synthetase family member 2	2802	328	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1965	ACSF3	acyl-CoA synthetase family member 3	1767	397	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1966	ACSL1	acyl-CoA synthetase long-chain family member 1	2177	142	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1967	ACSL4	acyl-CoA synthetase long-chain family member 4	2188	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1968	ACSL5	acyl-CoA synthetase long-chain family member 5	2300	329	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1969	ACSL6	acyl-CoA synthetase long-chain family member 6	2332	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1970	ACSM1	acyl-CoA synthetase medium-chain family member 1	1784	676	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1971	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	1786	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1972	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	1786	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1973	ACSM3	acyl-CoA synthetase medium-chain family member 3	2064	954	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1974	ACSM4	acyl-CoA synthetase medium-chain family member 4	1791	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1975	ACSM5	acyl-CoA synthetase medium-chain family member 5	1792	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1976	ACSS1	acyl-CoA synthetase short-chain family member 1	2122	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1977	ACSS2	acyl-CoA synthetase short-chain family member 2	2217	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1978	ACSS3	acyl-CoA synthetase short-chain family member 3	2123	616	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1979	ACTA2	actin, alpha 2, smooth muscle, aorta	1194	630	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1980	ACTC1	actin, alpha, cardiac muscle 1	1158	508	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1981	ACTG1	actin, gamma 1	1148	415	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1982	ACTG2	actin, gamma 2, smooth muscle, enteric	1165	589	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1983	ACTL6A	actin-like 6A	1346	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1984	ACTL6B	actin-like 6B	1333	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1985	ACTL7A	actin-like 7A	1308	650	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1986	ACTL8	actin-like 8	1109	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1987	ACTN1	actinin, alpha 1	2829	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1988	ACTN2	actinin, alpha 2	2765	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1989	ACTN3	actinin, alpha 3	2788	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1990	ACTN4	actinin, alpha 4	2818	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1991	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	1303	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1992	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	1293	670	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1993	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	1171	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1994	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	1301	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1995	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	1301	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1996	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	661	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1997	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	1858	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1998	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	1233	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
1999	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	1925	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2000	ACTRT1	actin-related protein T1	1131	276	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2001	ACTRT2	actin-related protein T2	1136	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2002	ACVR1	activin A receptor, type I	1566	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2003	ACVR1B	activin A receptor, type IB	1679	606	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2004	ACVR1C	activin A receptor, type IC	1514	656	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2005	ACVR2A	activin A receptor, type IIA	1582	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2006	ACVR2B	activin A receptor, type IIB	1581	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2007	ACVRL1	activin A receptor type II-like 1	1548	607	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2008	ACY1	aminoacylase 1	1489	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2009	ACY3	aspartoacylase (aminocyclase) 3	984	755	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2010	ACYP1	acylphosphatase 1, erythrocyte (common) type	391	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2011	ACYP2	acylphosphatase 2, muscle type	1543	221	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2012	ADA	adenosine deaminase	1136	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2013	ADAD1	adenosine deaminase domain containing 1 (testis-specific)	1777	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2014	ADAD2	adenosine deaminase domain containing 2	2038	425	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2015	ADAL	adenosine deaminase-like	2898	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2016	ADAM10	ADAM metallopeptidase domain 10	2307	342	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2017	ADAM11	ADAM metallopeptidase domain 11	2414	396	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2018	ADAM12	ADAM metallopeptidase domain 12 (meltrin alpha)	2924	186	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2019	ADAM15	ADAM metallopeptidase domain 15	2755	92	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2020	ADAM17	ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)	2547	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2021	ADAM18	ADAM metallopeptidase domain 18	2298	166	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2022	ADAM19	ADAM metallopeptidase domain 19 (meltrin beta)	2847	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2023	ADAM2	ADAM metallopeptidase domain 2 (fertilin beta)	2290	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2024	ADAM20	ADAM metallopeptidase domain 20	2335	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2025	ADAM21	ADAM metallopeptidase domain 21	2169	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2026	ADAM22	ADAM metallopeptidase domain 22	2938	162	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2027	ADAM28	ADAM metallopeptidase domain 28	2472	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2028	ADAM29	ADAM metallopeptidase domain 29	2463	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2029	ADAM30	ADAM metallopeptidase domain 30	2373	262	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2030	ADAM32	ADAM metallopeptidase domain 32	2460	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2031	ADAM33	ADAM metallopeptidase domain 33	2528	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2032	ADAM7	ADAM metallopeptidase domain 7	2350	61	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2033	ADAM8	ADAM metallopeptidase domain 8	2485	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2034	ADAM9	ADAM metallopeptidase domain 9 (meltrin gamma)	2954	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2035	ADAMDEC1	ADAM-like, decysin 1	1465	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2036	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	4879	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2037	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	4396	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2038	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	2881	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2039	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16	3763	279	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2040	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17	3374	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2041	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	3712	199	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2042	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	3795	337	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2043	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	3704	321	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2044	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	2546	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2045	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)	2821	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2046	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	3446	178	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2047	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8	2702	596	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2048	ADAMTSL1	ADAMTS-like 1	5403	170	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2049	ADAMTSL2	ADAMTS-like 2	2924	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2050	ADAMTSL3	ADAMTS-like 3	5192	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2051	ADAMTSL5	ADAMTS-like 5	1456	830	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2052	ADAP1	ArfGAP with dual PH domains 1	1165	111	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2053	ADAR	adenosine deaminase, RNA-specific	3742	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2054	ADARB1	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)	2277	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2055	ADARB2	adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)	2256	943	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2056	ADAT1	adenosine deaminase, tRNA-specific 1	1545	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2057	ADAT2	adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)	673	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2058	ADAT3	adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)	1056	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2059	ADC	arginine decarboxylase	1419	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2060	ADCK1	aarF domain containing kinase 1	1612	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2061	ADCK2	aarF domain containing kinase 2	1909	177	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2062	ADCK4	aarF domain containing kinase 4	2559	391	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2063	ADCK5	aarF domain containing kinase 5	1801	191	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2064	ADCY1	adenylate cyclase 1 (brain)	3438	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2065	ADCY10	adenylate cyclase 10 (soluble)	4961	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2066	ADCY2	adenylate cyclase 2 (brain)	3374	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2067	ADCY3	adenylate cyclase 3	3517	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2068	ADCY4	adenylate cyclase 4	3594	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2069	ADCY5	adenylate cyclase 5	3868	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2070	ADCY6	adenylate cyclase 6	3591	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2071	ADCY7	adenylate cyclase 7	3339	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2072	ADCY8	adenylate cyclase 8 (brain)	3826	30	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2073	ADCY9	adenylate cyclase 9	4102	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2074	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	548	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2075	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	1469	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2076	ADD1	adducin 1 (alpha)	2401	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2077	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	1162	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2078	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	1162	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2079	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	1162	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2080	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	1177	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2081	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	1159	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2082	ADH6	alcohol dehydrogenase 6 (class V)	1164	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2083	ADHFE1	alcohol dehydrogenase, iron containing, 1	2128	236	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2084	ADI1	acireductone dioxygenase 1	554	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2085	ADIG	adipogenin	249	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2086	ADIPOQ	adiponectin, C1Q and collagen domain containing	743	160	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2087	ADIPOR1	adiponectin receptor 1	1156	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2088	ADIPOR2	adiponectin receptor 2	1189	229	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2089	ADK	adenosine kinase	1147	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2090	ADM	adrenomedullin	570	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2091	ADM2	adrenomedullin 2	451	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2092	ADNP2	ADNP homeobox 2	3408	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2093	ADO	2-aminoethanethiol (cysteamine) dioxygenase	813	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2094	ADORA1	adenosine A1 receptor	989	249	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2095	ADORA2B	adenosine A2b receptor	1003	505	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2096	ADORA3	adenosine A3 receptor	1784	759	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2097	ADPRH	ADP-ribosylarginine hydrolase	1086	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2098	ADPRHL1	ADP-ribosylhydrolase like 1	1091	918	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2099	ADPRHL2	ADP-ribosylhydrolase like 2	1877	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2100	ADRA1A	adrenergic, alpha-1A-, receptor	1690	998	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2101	ADRA1B	adrenergic, alpha-1B-, receptor	1567	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2102	ADRA1D	adrenergic, alpha-1D-, receptor	1725	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2103	ADRA2A	adrenergic, alpha-2A-, receptor	1398	797	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2104	ADRA2B	adrenergic, alpha-2B-, receptor	1344	244	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2105	ADRA2C	adrenergic, alpha-2C-, receptor	1391	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2106	ADRB1	adrenergic, beta-1-, receptor	1436	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2107	ADRB2	adrenergic, beta-2-, receptor, surface	1242	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2108	ADRB3	adrenergic, beta-3-, receptor	1231	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2109	ADRBK1	adrenergic, beta, receptor kinase 1	2150	220	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2110	ADRBK2	adrenergic, beta, receptor kinase 2	2147	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2111	ADRM1	adhesion regulating molecule 1	1261	437	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2112	ADSL	adenylosuccinate lyase	1507	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2113	ADSS	adenylosuccinate synthase	1419	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2114	ADSSL1	adenylosuccinate synthase like 1	1749	258	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2115	AEBP1	AE binding protein 1	3557	126	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2116	AEBP2	AE binding protein 2	1590	625	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2117	AEN	apoptosis enhancing nuclease	990	421	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2118	AES	amino-terminal enhancer of split	850	780	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2119	AFAP1	actin filament associated protein 1	2513	277	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2120	AFAP1L2	actin filament associated protein 1-like 2	2529	290	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2121	AFF1	AF4/FMR2 family, member 1	3756	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2122	AFF2	AF4/FMR2 family, member 2	4071	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2123	AFF3	AF4/FMR2 family, member 3	3848	58	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2124	AFF4	AF4/FMR2 family, member 4	3572	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2125	AFG3L2	AFG3 ATPase family gene 3-like 2 (yeast)	2458	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
2126	AFM	afamin	1858	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
