name	cov_gidx	longname	chr	start	end	len	gc	AC-DFCI_AC_PD1-1-Tumor-SM-9LRI9	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F	
CCDC123	2765	coiled-coil domain containing 123	19	33369906	33462869	2352	4.618900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC124	2766	coiled-coil domain containing 124	19	18043824	18054793	672	5.327250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC125	2767	coiled-coil domain containing 125	5	68576519	68616410	1536	4.299400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC126	2768	coiled-coil domain containing 126	7	23636998	23684326	423	4.147250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC127	2769	coiled-coil domain containing 127	5	204875	218297	783	5.115150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC129	2770	coiled-coil domain containing 129	7	31556978	31693303	3135	3.748000e-01	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
CCDC13	2771	coiled-coil domain containing 13	3	42749875	42814745	2148	4.524600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC130	2772	coiled-coil domain containing 130	19	13858753	13874106	1191	4.979300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC132	2773	coiled-coil domain containing 132	7	92861653	92988337	2937	3.437500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC134	2774	coiled-coil domain containing 134	22	42196678	42222303	690	4.797300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC135	2775	coiled-coil domain containing 135	16	57728713	57765366	2625	5.380850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC136	2776	coiled-coil domain containing 136	7	128432099	128462183	3465	4.986450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC137	2777	coiled-coil domain containing 137	17	79633761	79640934	870	5.507227e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC138	2778	coiled-coil domain containing 138	2	109403219	109492847	1998	4.020500e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC14	2779	coiled-coil domain containing 14	3	123632276	123680255	2739	3.973600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC140	2780	coiled-coil domain containing 140	2	223162866	223169936	492	4.027600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC141	2781	coiled-coil domain containing 141	2	179700492	179749678	2628	3.755600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC142	2782	coiled-coil domain containing 142	2	74699960	74710357	2232	5.207600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC144A	2783	coiled-coil domain containing 144A	17	16593639	16678311	4284	3.947800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC144B	2784	coiled-coil domain containing 144B	17	18486722	18528845	2177	4.082300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC144NL	2785	coiled-coil domain containing 144 family, N-terminal like	17	20766710	20799453	666	4.070400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC146	2786	coiled-coil domain containing 146	7	76751934	76924519	4188	3.912650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
CCDC147	2787	coiled-coil domain containing 147	10	106113522	106214839	2619	4.096400e-01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC148	2788	coiled-coil domain containing 148	2	159027869	159313265	1824	3.811900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC149	2789	coiled-coil domain containing 149	4	24809392	24981770	1594	4.323900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC15	2790	coiled-coil domain containing 15	11	124824017	124911383	2856	4.041400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC150	2791	coiled-coil domain containing 150	2	197504356	197597530	3306	3.844000e-01	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC151	2792	coiled-coil domain containing 151	19	11531273	11545980	1788	5.325850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC153	2793	coiled-coil domain containing 153	11	119060965	119066584	633	4.732050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC155	2794	coiled-coil domain containing 155	19	49891475	49921256	1689	5.314800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC157	2795	coiled-coil domain containing 157	22	30752627	30772816	2259	5.267300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC158	2796	coiled-coil domain containing 158	4	77234193	77328458	3342	3.965300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC159	2797	coiled-coil domain containing 159	19	11457181	11465619	894	5.177650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC160	2798	coiled-coil domain containing 160	23	133371077	133379806	976	3.997300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC17	2799	coiled-coil domain containing 17	1	46085717	46089731	1869	4.497100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC18	2800	coiled-coil domain containing 18	1	93645920	93744266	4254	3.691400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC19	2801	coiled-coil domain containing 19	1	159842156	159869906	1656	4.878700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC21	2802	coiled-coil domain containing 21	1	26560693	26605299	2289	4.909900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC22	2803	coiled-coil domain containing 22	23	49091927	49106985	1884	5.190400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC23	2804	coiled-coil domain containing 23	1	43272723	43283059	201	4.459400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC24	2805	coiled-coil domain containing 24	1	44457280	44462196	924	5.090000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC25	2806	coiled-coil domain containing 25	8	27590835	27630170	627	4.120900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC27	2807	coiled-coil domain containing 27	1	3668965	3688209	1971	5.587450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC28A	2808	coiled-coil domain containing 28A	6	139094657	139114454	825	4.135200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC28B	2809	coiled-coil domain containing 28B	1	32666202	32670991	603	4.836400e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC3	2810	coiled-coil domain containing 3	10	12938625	13043704	813	4.400800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC30	2811	coiled-coil domain containing 30	1	43000560	43120335	2352	4.207600e-01	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC33	2812	coiled-coil domain containing 33	15	74528667	74628481	2523	5.267600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC34	2813	coiled-coil domain containing 34	11	27360061	27384795	1206	3.881850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC36	2814	coiled-coil domain containing 36	3	49235861	49295537	1785	4.946100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC37	2815	coiled-coil domain containing 37	3	126113782	126155398	1836	5.181350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC38	2816	coiled-coil domain containing 38	12	96260827	96336428	1692	4.083900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC39	2817	coiled-coil domain containing 39	3	180331797	180397283	2826	3.709100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC40	2818	coiled-coil domain containing 40	17	78010435	78074410	3429	5.129200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC41	2819	coiled-coil domain containing 41	12	94702058	94853764	2106	3.750300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC42	2820	coiled-coil domain containing 42	17	8633247	8648154	951	4.616950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC43	2821	coiled-coil domain containing 43	17	42754805	42767165	675	4.694950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC45	2822	coiled-coil domain containing 45	17	62503158	62534060	2466	4.037934e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC46	2823	coiled-coil domain containing 46	17	63631659	64187987	3030	3.721500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC47	2824	coiled-coil domain containing 47	17	61822611	61851088	1452	4.627000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC48	2825	coiled-coil domain containing 48	3	128720472	128759583	1797	4.987950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC50	2826	coiled-coil domain containing 50	3	191046874	191116458	1449	3.677400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC51	2827	coiled-coil domain containing 51	3	48473582	48481529	1236	4.775050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC52	2828	coiled-coil domain containing 52	3	113161567	113234034	2568	3.834800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC53	2829	coiled-coil domain containing 53	12	102406718	102455899	585	3.753850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC54	2830	coiled-coil domain containing 54	3	107096188	107097481	987	3.821650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC55	2831	coiled-coil domain containing 55	17	28443834	28513485	1677	4.073400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC56	2832	coiled-coil domain containing 56	17	40949653	40950704	321	4.821050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC57	2833	coiled-coil domain containing 57	17	80059346	80170689	2748	5.334200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC58	2834	coiled-coil domain containing 58	3	122078437	122102074	435	3.973800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC59	2835	coiled-coil domain containing 59	12	82746085	82752199	726	3.537450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC6	2836	coiled-coil domain containing 6	10	61548522	61666818	1425	4.035600e-01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC60	2837	coiled-coil domain containing 60	12	119772517	119978851	1653	4.362850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC61	2838	coiled-coil domain containing 61	19	46498339	46521873	1596	5.007200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC62	2839	coiled-coil domain containing 62	12	123259073	123311925	2103	4.888100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC63	2840	coiled-coil domain containing 63	12	111284811	111345338	1692	4.801200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC64	2841	coiled-coil domain containing 64	12	120427648	120532299	1722	4.647100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC64B	2842	coiled-coil domain containing 64B	16	3077869	3085542	1527	5.632350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC65	2843	coiled-coil domain containing 65	12	49297893	49315358	1455	4.785400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC66	2844	coiled-coil domain containing 66	3	56591184	56655846	2847	4.013400e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC67	2845	coiled-coil domain containing 67	11	93063883	93171634	1815	3.650200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC68	2846	coiled-coil domain containing 68	18	52568742	52626739	1008	3.873500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC69	2847	coiled-coil domain containing 69	5	150560614	150603654	891	4.639300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC7	2848	coiled-coil domain containing 7	10	32735041	32863490	1461	3.800900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC70	2849	coiled-coil domain containing 70	13	52436117	52440371	702	4.555050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC71	2850	coiled-coil domain containing 71	3	49199969	49203785	1404	5.224900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC72	2851	coiled-coil domain containing 72	3	48481686	48485537	195	4.775050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC73	2852	coiled-coil domain containing 73	11	32623627	32816187	3240	3.749300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC74A	2853	coiled-coil domain containing 74A	2	132285492	132291237	1137	4.629750e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC74B	2854	coiled-coil domain containing 74B	2	130896862	130902631	1143	4.824200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC75	2855	coiled-coil domain containing 75	2	37311594	37323736	780	3.963850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC76	2856	coiled-coil domain containing 76	1	100598706	100616053	1446	3.672300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC77	2857	coiled-coil domain containing 77	12	498516	551804	1467	4.216300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC78	2858	coiled-coil domain containing 78	16	772583	776473	1317	6.229800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC8	2859	coiled-coil domain containing 8	19	46913587	46916919	1617	4.999550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC80	2860	coiled-coil domain containing 80	3	112323411	112359977	2853	3.878950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC81	2861	coiled-coil domain containing 81	11	86085778	86134150	1959	3.900800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC82	2862	coiled-coil domain containing 82	11	96085930	96123083	1635	3.823700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC83	2863	coiled-coil domain containing 83	11	85566144	85631051	1335	4.113000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC84	2864	coiled-coil domain containing 84	11	118868852	118886454	999	5.139600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC85A	2865	coiled-coil domain containing 85A	2	56411258	56613308	1662	3.786150e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC85B	2866	coiled-coil domain containing 85B	11	65657875	65659105	609	5.328900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC86	2867	coiled-coil domain containing 86	11	60609429	60618561	1083	5.038600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC87	2868	coiled-coil domain containing 87	11	66357641	66360554	2550	5.010700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC88A	2869	coiled-coil domain containing 88A	2	55514978	55647057	5616	3.697300e-01	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC88B	2870	coiled-coil domain containing 88B	11	64107690	64125005	4431	5.280350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC88C	2871	coiled-coil domain containing 88C	14	91737669	91884133	6087	5.142300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC89	2872	coiled-coil domain containing 89	11	85394893	85397320	1125	3.819250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC9	2873	coiled-coil domain containing 9	19	47759731	47775208	1596	5.026900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC90A	2874	coiled-coil domain containing 90A	6	13791021	13814789	1080	4.352000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC90B	2875	coiled-coil domain containing 90B	11	82972506	82997377	765	3.969050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC91	2876	coiled-coil domain containing 91	12	28410133	28703098	1326	3.460100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC92	2877	coiled-coil domain containing 92	12	124420955	124457163	996	4.656500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC93	2878	coiled-coil domain containing 93	2	118673149	118771697	1896	4.187900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC94	2879	coiled-coil domain containing 94	19	4247111	4269083	972	5.371800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC96	2880	coiled-coil domain containing 96	4	7042576	7044728	1668	5.015550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
CCDC97	2881	coiled-coil domain containing 97	19	41816094	41830787	1032	5.128200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCDC99	2882	coiled-coil domain containing 99	5	169010638	169031779	1818	4.084650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCHCR1	2883	coiled-coil alpha-helical rod protein 1	6	31110217	31126015	2616	4.743050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCIN	2884	calicin	9	36169389	36171329	1767	4.377900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCK	2885	cholecystokinin	3	42299318	42307662	348	4.418400e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCKAR	2886	cholecystokinin A receptor	4	26483018	26492042	1287	4.081950e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCKBR	2887	cholecystokinin B receptor	11	6280966	6293355	1344	4.233900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL1	2888	chemokine (C-C motif) ligand 1	17	32687399	32690252	291	4.259250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL11	2889	chemokine (C-C motif) ligand 11	17	32612687	32615199	294	4.259250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL13	2890	chemokine (C-C motif) ligand 13	17	32683471	32685628	297	4.259250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL14	2891	chemokine (C-C motif) ligand 14	17	34310692	34313764	330	4.369300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL15	2892	chemokine (C-C motif) ligand 15	17	34324664	34329100	342	4.369300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL16	2893	chemokine (C-C motif) ligand 16	17	34303536	34308523	363	4.369300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL17	2894	chemokine (C-C motif) ligand 17	16	57438679	57449974	285	4.835700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL18	2895	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	17	34391643	34398840	270	4.369300e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL19	2896	chemokine (C-C motif) ligand 19	9	34689569	34691274	297	5.080250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL2	2897	chemokine (C-C motif) ligand 2	17	32582296	32584218	300	4.287350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL20	2898	chemokine (C-C motif) ligand 20	2	228678558	228682280	291	4.250700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL21	2899	chemokine (C-C motif) ligand 21	9	34709004	34710147	405	4.420350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL22	2900	chemokine (C-C motif) ligand 22	16	57392718	57400099	282	4.734100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL23	2901	chemokine (C-C motif) ligand 23	17	34340097	34345005	414	4.369300e-01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL24	2902	chemokine (C-C motif) ligand 24	7	75441116	75443033	358	4.901500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL25	2903	chemokine (C-C motif) ligand 25	19	8117934	8127546	453	5.112850e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL26	2904	chemokine (C-C motif) ligand 26	7	75398842	75419064	285	4.870800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL27	2905	chemokine (C-C motif) ligand 27	9	34661893	34662689	339	5.080250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL28	2906	chemokine (C-C motif) ligand 28	5	43381601	43412488	384	4.108600e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL3	2907	chemokine (C-C motif) ligand 3	17	34415605	34417506	279	4.477700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL4	2908	chemokine (C-C motif) ligand 4	17	34431220	34433014	279	4.477700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL4L1	2909	chemokine (C-C motif) ligand 4-like 1	17	34538468	34641838	2490	4.701500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL4L2	2910	chemokine (C-C motif) ligand 4-like 2	17	34538468	34641838	2490	4.701500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL5	2911	chemokine (C-C motif) ligand 5	17	34198498	34207377	276	4.474500e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL7	2912	chemokine (C-C motif) ligand 7	17	32597240	32599255	300	4.287350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCL8	2913	chemokine (C-C motif) ligand 8	17	32646066	32648419	300	4.259250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCM2	2914	cerebral cavernous malformation 2	7	45039787	45116068	1428	4.863700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNA1	2915	cyclin A1	13	37005967	37017018	1398	3.895050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNA2	2916	cyclin A2	4	122737600	122745088	1299	3.784450e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNB1	2917	cyclin B1	5	68462913	68474066	1302	4.261750e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNB1IP1	2918	cyclin B1 interacting protein 1	14	20779530	20801457	834	4.191100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNB2	2919	cyclin B2	15	59397320	59417243	1197	4.172800e-01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
CCNB3	2920	cyclin B3	23	50027540	50094909	4188	4.117050e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNC	2921	cyclin C	6	99990264	100016690	852	3.908700e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCND1	2922	cyclin D1	11	69455873	69469241	888	5.030350e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCND2	2923	cyclin D2	12	4382902	4414521	870	4.587800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCND3	2924	cyclin D3	6	41902672	42016610	879	4.632800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNDBP1	2925	cyclin D-type binding-protein 1	15	43477466	43488228	1083	4.287900e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNE1	2926	cyclin E1	19	30302901	30315218	1233	4.875250e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNE2	2927	cyclin E2	8	95892456	95907482	1215	4.096100e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNF	2928	cyclin F	16	2479395	2508859	2361	5.415700e-01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNG1	2929	cyclin G1	5	162864577	162872020	888	3.892550e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNG2	2930	cyclin G2	4	78078357	78091210	1035	4.144000e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNH	2931	cyclin H	5	86690083	86708836	972	3.582200e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNI	2932	cyclin I	4	77969179	77997125	1134	4.079650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNI2	2933	cyclin I family, member 2	5	132083137	132089856	1110	4.392800e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CCNJ	2934	cyclin J	10	97803159	97820623	1152	3.830650e-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
